206024,2021-06-01,972.0
208970,2021-06-01,0.0
208993,2021-06-01,688.0
209040,2021-06-01,0.0
235406,2021-06-01,769221.0
235407,2021-06-01,2437.0
416811,2021-06-01,1230231.0
420392,2021-06-01,327407.0
420393,2021-06-01,101055.0
420394,2021-06-01,123934.0
420395,2021-06-01,19391.0
423027,2021-06-01,0.0
423029,2021-06-01,0.0
423030,2021-06-01,1.0
425135,2021-06-01,7346.0
429606,2021-06-01,16366.0
431820,2021-06-01,1.0
431824,2021-06-01,0.0
431826,2021-06-01,120.0
431828,2021-06-01,1.0
431830,2021-06-01,3.0
431832,2021-06-01,4.0
431903,2021-06-01,0.0
431907,2021-06-01,59.0
433288,2021-06-01,0.0
433651,2021-06-01,2266.0
433652,2021-06-01,5191.0
433653,2021-06-01,45128.0
433654,2021-06-01,3181.0
433655,2021-06-01,41645.0
434565,2021-06-01,352058.0
434768,2021-06-01,0.0
434776,2021-06-01,0.0
434817,2021-06-01,0.0
435698,2021-06-01,11.0
435704,2021-06-01,4.0
435747,2021-06-01,506413.0
435748,2021-06-01,0.0
435753,2021-06-01,203128.0
435755,2021-06-01,0.0
435757,2021-06-01,0.0
438380,2021-06-01,3151918.0
454717,2021-06-01,158313.0
454718,2021-06-01,444591.0
454980,2021-06-01,250830.0
457950,2021-06-01,2.0
457985,2021-06-01,360.0
457986,2021-06-01,905.0
457987,2021-06-01,1.0
457988,2021-06-01,0.0
458261,2021-06-01,5.0
459070,2021-06-01,70.0
459071,2021-06-01,14.0
459775,2021-06-01,0.0
459776,2021-06-01,18150.0
459905,2021-06-01,0.0
460874,2021-06-01,92.0
460879,2021-06-01,0.0
469229,2021-06-01,0.0
469230,2021-06-01,107430.0
469232,2021-06-01,94.0
469234,2021-06-01,937750.0
469505,2021-06-01,77679.0
469736,2021-06-01,16.0
471939,2021-06-01,3.0
471941,2021-06-01,21.0
478002,2021-06-01,574.0
480916,2021-06-01,8.0
482066,2021-06-01,25837.0
482067,2021-06-01,2547.0
482068,2021-06-01,29894.0
482069,2021-06-01,146.0
482070,2021-06-01,6.0
482071,2021-06-01,224.0
482072,2021-06-01,1773.0
482073,2021-06-01,169.0
482074,2021-06-01,2063.0
487573,2021-06-01,6403.0
487574,2021-06-01,17095.0
489425,2021-06-01,5.0
489426,2021-06-01,206301.0
490757,2021-06-01,5.0
490758,2021-06-01,0.0
490761,2021-06-01,223908.0
490762,2021-06-01,816075.0
490763,2021-06-01,79.0
490797,2021-06-01,3450.0
490798,2021-06-01,18049.0
490799,2021-06-01,8278.0
490800,2021-06-01,36224.0
490801,2021-06-01,2233.0
490802,2021-06-01,3885.0
490803,2021-06-01,5291.0
