169843,2011-11-01,475599
169843,2011-11-02,550997
169843,2011-11-03,593800
169843,2011-11-04,569588
169843,2011-11-05,500787
169843,2011-11-06,361853
169843,2011-11-07,373991
169843,2011-11-08,508492
169843,2011-11-09,548294
169843,2011-11-10,602030
169843,2011-11-11,600513
169843,2011-11-12,536384
169843,2011-11-13,394687
169843,2011-11-14,405625
169843,2011-11-15,555152
169843,2011-11-16,590387
169843,2011-11-17,566378
169843,2011-11-18,577494
169843,2011-11-19,509638
169843,2011-11-20,362255
169843,2011-11-21,402404
169843,2011-11-22,540854
169843,2011-11-23,615629
169843,2011-11-24,578583
169843,2011-11-25,442518
169843,2011-11-26,632242
169843,2011-11-27,615830
169843,2011-11-28,659499
169843,2011-11-29,1619262
169843,2011-11-30,2279407
169843,2011-12-01,697538
169843,2011-12-02,697263
169843,2011-12-03,738499
169843,2011-12-04,557390
169843,2011-12-05,546244
169843,2011-12-06,752752
169843,2011-12-07,741778
169843,2011-12-08,863731
169843,2011-12-09,1400002
169843,2011-12-10,1794974
169843,2011-12-11,1060166
169843,2011-12-12,903550
169843,2011-12-13,989663
169843,2011-12-14,875001
169843,2011-12-15,826470
169843,2011-12-16,985788
169843,2011-12-17,1708307
169843,2011-12-18,1142575
169843,2011-12-19,1143740
169843,2011-12-20,718426
169843,2011-12-21,1024314
169843,2011-12-22,1123051
169843,2011-12-23,1079719
169843,2011-12-24,925047
169843,2011-12-25,665695
169843,2011-12-26,862035
169843,2011-12-27,1181914
169843,2011-12-28,1192420
169843,2011-12-29,2028795
169843,2011-12-30,2420297
169843,2011-12-31,1188204
169843,2012-01-01,411545
169843,2012-01-02,364548
169843,2012-01-03,553610
169843,2012-01-04,632622
169843,2012-01-05,624937
169843,2012-01-06,621764
169843,2012-01-07,592821
169843,2012-01-08,453179
169843,2012-01-09,481757
169843,2012-01-10,619798
169843,2012-01-11,959623
169843,2012-01-12,1167629
169843,2012-01-13,704115
169843,2012-01-14,822561
169843,2012-01-15,1115366
169843,2012-01-16,679044
169843,2012-01-17,959773
169843,2012-01-18,1875335
169843,2012-01-19,2072446
169843,2012-01-20,2151504
169843,2012-01-21,2036633
169843,2012-01-22,1800251
169843,2012-01-23,1956145
169843,2012-01-24,2512119
169843,2012-01-25,2340341
169843,2012-01-26,2533935
169843,2012-01-27,2484109
169843,2012-01-28,2332711
169843,2012-01-29,2143074
169843,2012-01-30,2182299
169843,2012-01-31,2125910
169843,2012-02-01,1977331
169843,2012-02-02,2222450
169843,2012-02-03,2375929
169843,2012-02-04,2350611
169843,2012-02-05,2285172
169843,2012-02-06,2571544
169843,2012-02-07,2736984
169843,2012-02-08,2509838
169843,2012-02-09,2345336
169843,2012-02-10,2276780
169843,2012-02-11,2261277
169843,2012-02-12,2027027
169843,2012-02-13,1990531
169843,2012-02-14,2833073
169843,2012-02-15,2519799
169843,2012-02-16,2257077
169843,2012-02-17,1925131
169843,2012-02-18,1658971
169843,2012-02-19,1723435
169843,2012-02-20,2198080
169843,2012-02-21,2240502
169843,2012-02-22,2241256
169843,2012-02-23,2181919
169843,2012-02-24,1976663
169843,2012-02-25,1776029
169843,2012-02-26,1643636
169843,2012-02-27,1591386
169843,2012-02-28,2149690
169843,2012-02-29,2283664
169843,2012-03-01,2456859
169843,2012-03-02,2511220
169843,2012-03-03,2453685
169843,2012-03-04,2407157
169843,2012-03-05,2776126
169843,2012-03-06,2888820
169843,2012-03-07,2695263
169843,2012-03-08,2714556
169843,2012-03-09,2746334
169843,2012-03-10,2160666
169843,2012-03-11,1947167
169843,2012-03-12,2411420
169843,2012-03-13,3073301
169843,2012-03-14,2771145
169843,2012-03-15,2596275
169843,2012-03-16,2494246
169843,2012-03-17,2419867
169843,2012-03-18,1849747
169843,2012-03-19,2175690
169843,2012-03-20,2696169
169843,2012-03-21,2641614
169843,2012-03-22,2691465
169843,2012-03-23,2620545
169843,2012-03-24,1994200
169843,2012-03-25,1684689
169843,2012-03-26,2438226
169843,2012-03-27,3105664
169843,2012-03-28,3148929
